raw,speaker,text,line_number_n,ngram_text
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví hasta los diez años de edad,10,donde viví hasta los diez años de
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví hasta los diez años de edad,10,viví hasta los diez años de edad
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,y después me mudé para acá para
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,después me mudé para acá para la
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,me mudé para acá para la florida
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,mudé para acá para la florida donde
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, y después me mudé para acá para la florida donde vi,11,para acá para la florida donde vi
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,donde viví con mis abuelos hasta que
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,viví con mis abuelos hasta que los
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,con mis abuelos hasta que los dos
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,mis abuelos hasta que los dos murieron
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,abuelos hasta que los dos murieron ya
"Habl.: eh ... después que estuvo lista la casa nos mudamos para La Castellana y ... donde viví hasta los diez años de edad. Y después me mudé para acá, para la Florida, donde vi.. donde viví con mis abuelos hasta que los dos murieron ya de ... de avanzada edad. Eh ... ¿qué más?",Hablante, donde viví con mis abuelos hasta que los dos murieron ya de ,12,hasta que los dos murieron ya de
Enc.1: ¿Cómo era tu casa en La Castellana?,Entrevistador, cómo era tu casa en la castellana,16,cómo era tu casa en la castellana
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, era bastante amplia no era bastante amplia,19,era bastante amplia no era bastante amplia
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, teníabastantes cuartos porque mi mamá siempre quiso tener muchísimos muchachos entonces eh ,20,teníabastantes cuartos porque mi mamá siempre quiso
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, teníabastantes cuartos porque mi mamá siempre quiso tener muchísimos muchachos entonces eh ,20,cuartos porque mi mamá siempre quiso tener
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, teníabastantes cuartos porque mi mamá siempre quiso tener muchísimos muchachos entonces eh ,20,porque mi mamá siempre quiso tener muchísimos
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, teníabastantes cuartos porque mi mamá siempre quiso tener muchísimos muchachos entonces eh ,20,mi mamá siempre quiso tener muchísimos muchachos
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, teníabastantes cuartos porque mi mamá siempre quiso tener muchísimos muchachos entonces eh ,20,mamá siempre quiso tener muchísimos muchachos entonces
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, teníabastantes cuartos porque mi mamá siempre quiso tener muchísimos muchachos entonces eh ,20,siempre quiso tener muchísimos muchachos entonces eh
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, ahí mismo tuvo una pérdida y tuvo que esperar aproximadamente cuatro años y por eso mis tres hermanos a,22,ahí mismo tuvo una pérdida y tuvo
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, ahí mismo tuvo una pérdida y tuvo que esperar aproximadamente cuatro años y por eso mis tres hermanos a,22,mismo tuvo una pérdida y tuvo que
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, ahí mismo tuvo una pérdida y tuvo que esperar aproximadamente cuatro años y por eso mis tres hermanos a,22,tuvo una pérdida y tuvo que esperar
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, ahí mismo tuvo una pérdida y tuvo que esperar aproximadamente cuatro años y por eso mis tres hermanos a,22,una pérdida y tuvo que esperar aproximadamente
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, ahí mismo tuvo una pérdida y tuvo que esperar aproximadamente cuatro años y por eso mis tres hermanos a,22,pérdida y tuvo que esperar aproximadamente cuatro
"Habl. Bueno, era ... era s.. era bastante amplia ¿no? Era bastante amplia; teníabastantes cuartos, porque mi mamá siempre quiso tener muchísimos muchachos, entonces, eh ... después de mí, tuvo ... ahí mismo tuvo una pérdida, y tuvo que esperar aproximadamente cuatro años, y por eso mis tres hermanos, A.M., A., A., que vienen después de mí, son muy distanciados a mí ¿no? Entonces no hemos tenido tampoco un contacto ... mi.. como por ejemplo, mis dos hermanos varones, que son ... se llevan diez meses cada uno, son el mejor amigo uno del otro. Entonces ... yo fui un poquito más ... más distanciado ... y ... fui el nieto consentido de mi abuelo ... materno y ... tuve una gran camaradería con él ¿no? Y él me enseñó muchísimas cosas desde chiquitico, pues, como era el consentido ... Él era un gran amante de la ópera y de la música clásica, por ejemplo, y ... él, con una gran paciencia, empezó a enseñarme una cantidad de cosas de música y ... empecé a diferenciar las voces, la musicalidad, tonalidades, etc.; al principio, imagínate, para mí eran un bojote de gritos ... terribles que no me gustaba nada pero poco a poco y, repito, con una paciencia enorme, fue enseñándome y ahorita es mi hobby, pues; mi pasión más grande ahorita es la música.",Hablante, ahí mismo tuvo una pérdida y tuvo que esperar aproximadamente cuatro años y por eso mis tres hermanos a,22,y tuvo que esperar aproximadamente cuatro años
